;Purchase;Organisation;Price;Date
2671;Поставка насосных установок для объекта МУП «Горводоканал»: «Комплекс обезжелезивания и деманганации вод Амурского водозабора в пласте (г. Комсомольск-на-Амуре)»;"""Управление жилищно-коммунального хозяйства, топлива и энергетики администрации города Комсомольска-на-Амуре Хабаровского края""";10 763 960.00;04.08.2014
2672;На право заключения контракта на выполнение подрядных работ по капитальному ремонту внутренних сетей отопления, горячего и холодного водоснабжения в здании, расположенном по адресу: 684401, Камчатский край, п. Ключи-1, ул. Ленина, д.9, МБДОУ № 40 детский сад «Золотой ключик»;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;7 786 494.00;04.08.2014
2673;Выполнение работ по разработке проектно-сметной документации по объекту МУП «Горводоканал»: «Реконструкция канализации в г.Комсомольске-на-Амуре. Самотечный коллектор в р.Амур с русловым выпуском»;"""Управление жилищно-коммунального хозяйства, топлива и энергетики администрации города Комсомольска-на-Амуре Хабаровского края""";10 615 878.00;04.08.2014
2674;Выполнение работ по разработке проектно-сметной документации по объекту МУП «Горводоканал»: «Развитие и модернизация инфраструктуры водоснабжения г.Комсомольска-на-Амуре. III пусковой комплекс. Этап №1. Реконструкция дюкера через реку Силинка»;"""Управление жилищно-коммунального хозяйства, топлива и энергетики администрации города Комсомольска-на-Амуре Хабаровского края""";3 601 155.00;04.08.2014
2675;Электронный аукцион на право заключения контракта на закупку одежды для нужд воспитанников муниципального казенного образовательного учреждения Детский дом «Росинка» для детей-сирот и детей, оставшихся без попечения родителей (смешанный).п.Усть-Камчатск;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;1 056 537.00;28.07.2014
2676;"Выполнение работ по ремонту объектов в г. Кировске Ленинградской области: ремонт проездов дворовой территории д.д. 8,10 по ул. Пушкина, д.д. 15,17 по ул. Советская; ремонт проезда дворовой территории д. 28 по ул. Советская; ремонт проезда дворовой территории д. 9 по ул. Новая, ремонт проездов дворовой территории д. 10 по ул. Новая, д. 2 по ул. Энергетиков; ремонт проезда дворовой территории д. 16 по ул. Молодежная; асфальтирование пешеходных дорожек дворовой территории д. 20 по ул. Ладожская.";"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и обеспечения"" муниципального образования Кировское городское поселение муниципального образования Кировский муниципальный район Ленинградской области";2 286 316.67;24.07.2014
2677;Поставка мусоровоза на шасси грузового автомобиля для муниципальных нужд.;"Муниципальное учреждение ""Комитет экономического развития и имущественных отношений администрации городского округа ""Поселок Агинское""";1 241 333.33;25.07.2014
2678;Выполнение работ по капитальному ремонту питающего кабеля в пунктах питания: ул.Салова д.65;Комитет по энергетике и инженерному обеспечению;902 004.00;25.07.2014
2679;На право заключить контракт на поставку расходных материалов (картриджей для принтеров) для нужд Муниципального бюджетного образовательного учреждения средней общеобразовательной школы №4 п. Ключи Усть – Камчатского района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;153 813.52;24.07.2014
2680;Право заключения муниципального контракта на приобретение у Застройщика 4 (четыре) жилых помещений (квартир) в многоквартирном доме малоэтажной застройки для предоставления гражданам, переселяемым из аварийного жилищного фонда по адресу Республика Саха (Якутия), Мегино-Кангаласский улус, с. Майя, пер. Энергетиков, 14;"Районная администрация муниципального района ""Мегино-Кангаласский улус""";8 781 605.36;01.08.2014
2681;Право заключения муниципального контракта на приобретение у Застройщика 2 (два) жилых помещений (квартир) в многоквартирном доме малоэтажной застройки для предоставления гражданам, переселяемым из аварийного жилищного фонда по адресу Республика Саха (Якутия), Мегино-Кангаласский улус, п. Нижний Бестях, кв. Энергетиков, 8;"Районная администрация муниципального района ""Мегино-Кангаласский улус""";5 982 020.00;01.08.2014
2682;Выполнение работ по капитальному ремонту питающего кабеля в пунктах питания: пр. Тореза, д. 71, пл. Ленина, д. 1, Камышинская ул., д. 20;Комитет по энергетике и инженерному обеспечению;3 703 702.00;28.07.2014
2683;На право заключения контракта на поставку канцелярских товаров для нужд Управления образования администрации Усть-Камчатского муниципального района;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;283 031.67;21.07.2014
2684;выполнение капитального ремонта кровли в КГБУЗ «Спасская ГДП» в рамках государственной программы «Энергоэфффективность, развитие газоснабжения и энергетики в Приморском крае на 2013 – 2017 годы»;"краевое государственное бюджетное учреждение здравоохранения ""Спасская городская детская поликлиника""";493 198.00;24.07.2014
2685;На право заключения контракта на поставку учебно-лабораторного оборудования для нужд Управления образования администрации Усть-Камчатского муниципального района;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;1 972 542.00;21.07.2014
2686;"Ремонт зрительного зала МБУК ""ДК ""Энергетик"" с заменой кресел";Администрация муниципального образования - Новомичуринское городское поселение Пронского муниципального района Рязанской области;7 600 000.00;31.07.2014
2687;№ 789 - А Оказание услуг по определению кадастровой стоимости земельных участков в составе земель промышленности, энергетики, транспорта, связи, радиовещания, телевидения, информатики, земель для обеспечения космической деятельности, земель обороны, безопасности и земель иного специального назначения на территории Республики Адыгея (электронный аукцион только для субъектов малого предпринимательства, социально ориентированных некоммерческих организаций);Министерство финансов Республики Адыгея;3 730 856.84;28.07.2014
2688;Оказание услуг по монтажу водонагревателей в 22 муниципальных квартирах многоквартирных домов по адресу ул. Хилокская, 2, 6, 8, 10, 12, 14, 16, 18 в Ленинском районе, 37 муниципальных квартирах многоквартирных домов по адресу ул. Добролюбова, 110, 112, 114, 116, 118, 120, 122, 124, 126, 128, 130, 132, 134, 138, 140, 142, 144, 146, 148, 150 и 3 муниципальных квартирах в многоквартирном доме по адресу ул. Тополевая, 18 в Октябрьском районе города Новосибирска для улучшения тепло -, водо-, электроснабжения города Новосибирска в 2014 году.;Департамент энергетики, жилищного и коммунального хозяйства города;1 462 245.20;21.07.2014
2689;покупка ГСМ (горюче- смазочные материалы, автомобильное топливо);"государственное бюджетное образовательное учреждение среднего профессионального образования Ростовской области ""Шахтинский региональный колледж топлива и энергетики им. ак. Степанова П.И.""";87 360.00;17.07.2014
2690;покупка ГСМ (Газ сжиженный топливный ПБТ (пропан) автомобильный);"государственное бюджетное образовательное учреждение среднего профессионального образования Ростовской области ""Шахтинский региональный колледж топлива и энергетики им. ак. Степанова П.И.""";31 866.66;17.07.2014
2691;№14 - ЭА - 1088: комплектная, автоматизированная, блочно-модульная котельная, ее монтаж, наладка, ввод в эксплуатацию в с. Тербуны Тербунского района Липецкой области;Управление по размещению госзаказа Липецкой области;13 745 388.78;28.07.2014
2692;покупка ГСМ (горюче-смазочные материалы, автомобильное топливо).;"государственное бюджетное образовательное учреждение среднего профессионального образования Ростовской области ""Шахтинский региональный колледж топлива и энергетики им. ак. Степанова П.И.""";12 560.00;17.07.2014
2693;покупка ГСМ (Газ сжиженный топливный (пропан) автомобильный).;"государственное бюджетное образовательное учреждение среднего профессионального образования Ростовской области ""Шахтинский региональный колледж топлива и энергетики им. ак. Степанова П.И.""";84 012.50;17.07.2014
2694;покупка ГСМ (горюче- смазочные материалы, автомобильное топливо).;"государственное бюджетное образовательное учреждение среднего профессионального образования Ростовской области ""Шахтинский региональный колледж топлива и энергетики им. ак. Степанова П.И.""";116 526.66;17.07.2014
2695;Выполнение работ по капитальному ремонту помещения 306 ИРАЭ РАН;Федеральное государственное бюджетное учреждение науки Институт проблем безопасного развития атомной энергетики Российской академии наук;811 011.64;21.07.2014
2696;Выполнение работ по капитальному ремонту электрических сетей и устройств наружного освещения объекта: 2-я Березовая;Комитет по энергетике и инженерному обеспечению;24 442 106.00;05.09.2014
2697;Выполнение работ по капитальному ремонту питающего кабеля в пунктах питания: ул. Салова д.65;Комитет по энергетике и инженерному обеспечению;913 353.00;29.08.2014
2698;На право заключить муниципальный контракт бюджетного учреждения на поставку продуктов питания для нужд муниципального бюджетного образовательного учреждения средней общеобразовательной школы №2 п. Усть-Камчатск Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;2 899 924.27;28.08.2014
2699;Оказание услуг по организации участия коллективной экспозиции предприятий и организаций города Новосибирска в выставке «ЭНЕРГЕТИКА. ЭНЕРГОСБЕРЕЖЕНИЕ - 2014» (сентябрь 2014 года);департамент промышленности, инноваций и предпринимательства мэрии города Новосибирска;333 301.89;25.08.2014
2700;Выполнение работ по обеспечению объектов жизнеобеспечения и социально-значимых объектов электропитания от двух независимых источников электроснабжения муниципального образования Ямальский район в с. Мыс-Каменный в здании интерната (спальный корпус) по ул. Геологов, 13 и в здании больницы по ул. Геологов, 18.;Администрация муниципального образования Ямальский район;571 757.72;28.08.2014
2701;Выполнение работ по обеспечению объектов жизнеобеспечения и социально-значимых объектов электропитания от двух независимых источников электроснабжения муниципального образования Ямальский район в с. Яр-Сале в здании Детского сада «Брусничка» по ул. Худи Сэроко, 43.;Администрация муниципального образования Ямальский район;115 112.30;28.08.2014
2702;Выполнение работ по обеспечению объектов жизнеобеспечения и социально-значимых объектов электропитания от двух независимых источников электроснабжения муниципального образования Ямальский район в с. Салемал в здании Детского сада по ул. Набережная, 10 и в здании Интерната по ул. Гагарина, 12.;Администрация муниципального образования Ямальский район;1 020 483.00;28.08.2014
2703;Выполнение работ по обеспечению объектов жизнеобеспечения и социально-значимых объектов электропитания от двух независимых источников электроснабжения муниципального образования Ямальский район в с. Яр-Сале в здании больницы по ул. Худи Сэроко, 15 а.;Администрация муниципального образования Ямальский район;82 652.65;28.08.2014
2704;Оказание услуг по мытью окон вторых этажей зданий по адресам: Санкт-Петербург, шоссе Революции,д.33,корп.7 пр. Энергетиков,д.30,корп.9 ул. Синявинская,д.24 пр. Энергетиков,д.33 Среднеохтинский пр,д.11,корп.4 для Государственного бюджетного дошкольного образовательного учреждения детский сад № 5 комбинированного вида Красногвардейского района Санкт – Петербурга, для нужд Санкт-Петербурга в 2014 году;Государственное бюджетное дошкольное образовательное учреждение детский сад №5 комбинированного вида Красногвардейского района Санкт - Петербурга;85 840.01;25.08.2014
2705;Выполнение работ по замене существующих осветительных приборов наружного освещения в муниципальных образованиях Республики Дагестан на энергосберегающие источники света – светодиодные светильники;Министерство промышленности, транспорта и энергетики Республики Дагестан;449 889 900.00;01.09.2014
2706;Выполнение работ по капитальному ремонту системы отопления , водоснабжения в нежилом здании института проводится для СМП;Федеральное государственное бюджетное учреждение науки Институт систем энергетики им. Л.А. Мелентьева Сибирского отделения Российской академии наук;294 289.64;28.08.2014
2707;Выполнение работ по частичной замене стояков холодного водоснабжения в корпусах института проводится для СМП;Федеральное государственное бюджетное учреждение науки Институт систем энергетики им. Л.А. Мелентьева Сибирского отделения Российской академии наук;280 596.92;25.08.2014
2708;На право заключения контракта на поставку продуктов питания для нужд Муниципального бюджетного образовательного учреждения средней общеобразовательной школы №6 Усть-Камчатского муниципального района, п. Козыревск, Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;1 378 305.00;25.08.2014
2709;На право заключения контракта на поставку технологического оборудования для нужд Управления образования администрации Усть-Камчатского муниципального района;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;267 889.33;25.08.2014
2710;Выполнение работ по капитальному ремонту 1-го и 2-го ввода холодного водоснабжения от колодцев до водомерных узлов в главном корпусе института проводится для СМП;Федеральное государственное бюджетное учреждение науки Институт систем энергетики им. Л.А. Мелентьева Сибирского отделения Российской академии наук;230 685.28;22.08.2014
2711;На право заключить муниципальный контракт на поставку автотопливозаправщика для нужд Администрации Усть-Камчатского муниципального района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;3 038 000.00;29.08.2014
2712;Закупка энергосберегающих и светодиодных ламп в 2014г. Срок поставки-с 22 по 26 сентября 2014г. НМЦК 86080,00руб. Источник финансирования:за счет средств областного бюджета- государственная программа «Энергоэффективность и развитие энергетики» подпрогамма «Энергосбережение и повышение энергетической эффективности»;"государственное бюджетное учреждение социального обслуживания населения Ростовской области ""Новочеркасский дом-интернат для престарелых и инвалидов""";86 080.00;22.08.2014
2713;На поставку вакуумной машины для нужд Администрации Усть-Камчатского муниципального района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;2 437 166.67;22.08.2014
2714;На право заключить муниципальный контракт на поставку автогрейдера для нужд Администрации Усть-Камчатского муниципального района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;3 825 000.00;22.09.2014
2715;На право заключить муниципальный контракт на поставку игрового оборудования для детских площадок, расположенных на территории п. Усть-Камчатск Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;3 388 286.00;29.08.2014
2716;Поставка передвижной блочно-модульной котельной для предотвращения (недопущения) чрезвычайных ситуаций;Департамент жилищно-коммунального хозяйства и энергетики города Ростова-на-Дону;5 496 366.67;25.08.2014
2717;Определение генерального подрядчика для устройства наружных электрических сетей и реконструкции трансформаторной подстанции для реализации проекта «Реконструкция и техническое перевооружение ОАО «НПК «АльтЭн» для производства комплектов химических источников тока (ХИТ-А) для САЭ Р162М для комплекса «Я»;"Открытое акционерное общество ""Научно-производственный комплекс ""Альтернативная Энергетика""";734 889.84;29.08.2014
2718;Определение генерального подрядчика для реконструкции корпусов № 14 и № 33А (общестроительные, электромонтажные работы, отопление и вентиляция) для реализации проекта «Реконструкция и техническое перевооружение ОАО «НПК «АльтЭн» для производства комплектов химических источников тока (ХИТ-А) для САЭ Р162М для комплекса «Я»;"Открытое акционерное общество ""Научно-производственный комплекс ""Альтернативная Энергетика""";23 749 649.43;29.08.2014
2719;"Определение генерального подрядчика для строительства внешнего газопровода, газовой котельной с двумя котлами и тепловой сети для реализации проекта ""Реконструкция и техническое перевооружение ОАО ""НПК ""АльтЭн"" для производства комплектов химических источников тока (ХИТ-А) для САЭ Р162М для комплекса «Я»";"Открытое акционерное общество ""Научно-производственный комплекс ""Альтернативная Энергетика""";10 214 598.81;29.08.2014
2720;Выполнение работ по ремонту дворовых территорий многоквартирных домов, проездов к дворовым территориям многоквартирных домов на территории Ленинского района города Новосибирска.;Департамент энергетики, жилищного и коммунального хозяйства города;26 315 530.50;03.10.2014
2721;На право заключить муниципальный контракт на выполнение подрядных работ по объекту «Устройство вентилируемого фасада жилого дома в п. Усть-Камчатск, ул. Ленина д.77»;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;450 203.00;18.08.2014
2722;На право заключить муниципальный контракт на выполнение подрядных работ по замене ветхих участков инженерных сетей водоотведения в п. Усть-Камчатск Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;262 386.00;18.08.2014
2723;На право заключить муниципальный контракт на выполнение подрядных работ по замене ветхих участков инженерных сетей водоснабжения по ул. Лазо и ул. Охотничья в п. Усть-Камчатск Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;504 054.00;18.08.2014
2724;Выполнение работ по ремонту оконных заполнений МКОУ «Красномыльская средняя общеобразовательная школа Шадринского района Курганской области»;Комитет по управлению муниципальным имуществом, земельным ресурсам, промышленности, транспорту, связи и муниципальному заказу Администрации Шадринского района;275 465.00;14.08.2014
2725;Выполнение работ по установке индивидуальных приборов учета холодного и горячего водоснабжения в жилых помещениях муниципального жилищного фонда города Новосибирска, в рамках реализации долгосрочной городской целевой программы «Энергосбережение и повышение энергетической эффективности в городе Новосибирске» на 2011-2015 годы и на перспективу до 2020 года».;Департамент энергетики, жилищного и коммунального хозяйства города;2 500 000.00;18.08.2014
2726;№ 14 - ЭА - 1188: частотные преобразователи, их монтаж, наладка, ввод в эксплуатацию;Управление по размещению госзаказа Липецкой области;2 810 031.70;18.08.2014
2727;Оказание услуг по корректировке программы комплексного развития систем коммунальной инфраструктуры муниципальных образований сельских поселений МО Ямальский район на 2015 – 2025 годы.;Администрация муниципального образования Ямальский район;500 000.00;18.08.2014
2728;Оказание авиационных услуг по осуществлению воздушных перевозок для обеспечения деятельности органов государственной власти Ненецкого автономного округа;Управление строительства и жилищно-коммунального хозяйства Ненецкого автономного округа;2 996 933.05;14.08.2014
2729;"Поставка канцелярских товаров для нужд МКУ ""Управление ЖКХ и энергетики""";"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и энергетики"" городского округа Красноуральск";52 128.46;18.08.2014
2730;"Поставка хозяйственных товаров для нужд МКУ ""Управление ЖКХ и энергетики"" городского округа Красноуральск";"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и энергетики"" городского округа Красноуральск";53 047.27;18.08.2014
2731;Поставка мусоровоза на шасси грузового автомобиля для муниципальных нужд;"Муниципальное учреждение ""Комитет экономического развития и имущественных отношений администрации городского округа ""Поселок Агинское""";1 241 333.33;14.08.2014
2732;Проведение ремонтных работ в здании Администрации городского округа Красноуральск и в помещении ЕДДС по адресу: г. Красноуральск, ул. Советская, д. 30;"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и энергетики"" городского округа Красноуральск";362 894.85;15.08.2014
2733;Ремонт кровли по адресу: Свердловская область, г. Красноуральск, ул. Ленина, д. 28А;"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и энергетики"" городского округа Красноуральск";275 565.25;15.08.2014
2734;Выполнение работ по капитальному ремонту питающего кабеля в пунктах питания: Народная ул., д.98;Комитет по энергетике и инженерному обеспечению;1 123 618.00;11.08.2014
2735;Выполнение работ по капитальному ремонту электрических сетей и устройств наружного освещения объектов: ул. Костюшко (в том числе кольцо троллейбусов);Комитет по энергетике и инженерному обеспечению;7 010 907.00;22.08.2014
2736;ремонт дорог местного значения р.п. Сосьва.;"Отраслевой орган администрации Сосьвинского городского округа ""Комитет по жилищно-коммунальному хозяйству, строительству, энергетике, транспорту и связи""";2 742 000.00;11.08.2014
2737;На право заключить контракт на поставку учебного оборудования для нужд Муниципального бюджетного образовательного учреждения средней общеобразовательной школы №4 п. Ключи Усть – Камчатского района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;900 173.31;14.08.2014
2738;Выполнение работ по капитальному ремонту электрических сетей и устройств наружного освещения объектов: Бородинская ул.;Комитет по энергетике и инженерному обеспечению;3 653 879.00;22.08.2014
2739;капитальный ремонт водопровода в п. Восточный.;"Отраслевой орган администрации Сосьвинского городского округа ""Комитет по жилищно-коммунальному хозяйству, строительству, энергетике, транспорту и связи""";299 996.00;18.08.2014
2740;текущий ремонт скважин в с. Романово;"Отраслевой орган администрации Сосьвинского городского округа ""Комитет по жилищно-коммунальному хозяйству, строительству, энергетике, транспорту и связи""";220 000.00;18.08.2014
2741;№ 449-14-ЭА Выполнение работ по установке индивидуальных приборов учета потребления ресурсов (горячей и холодной воды) в муниципальном жилищном фонде, расположенном на территории муниципального образования город Ноябрьск.;Администрация города Ноябрьска;240 463.00;18.08.2014
2742;№ 448-14-ЭА Выполнение работ по установке приборов учета потребления электрической энергии в жилых помещениях, расположенных на территории муниципального образования город Ноябрьск.;Администрация города Ноябрьска;54 342.00;18.08.2014
2743;текущий ремонт скважин в р.п. Сосьва;"Отраслевой орган администрации Сосьвинского городского округа ""Комитет по жилищно-коммунальному хозяйству, строительству, энергетике, транспорту и связи""";986 040.00;11.08.2014
2744;Выполнение работ по капитальному ремонту электрических сетей и устройств наружного освещения объектов: Малодетскосельский пр.;Комитет по энергетике и инженерному обеспечению;2 436 630.00;11.08.2014
2745;Выполнение работ по капитальному ремонту электрических сетей и устройств наружного освещения объектов: Клинский пр.;Комитет по энергетике и инженерному обеспечению;2 516 053.00;11.08.2014
2746;Выполнение работ по разработке проекта организации дорожного движения на отдельных автомобильных дорогах (улицах) местного значения городского округа Красноуральск;"Муниципальное казенное учреждение ""Управление жилищно-коммунального хозяйства и энергетики"" городского округа Красноуральск";100 000.00;11.08.2014
2747;ремонт улицы Энергетиков в р.п. Дедовичи Дедовичского района;Администрация Дедовичского района Псковской области;841 029.25;08.08.2014
2748;На право заключить муниципальный контракт на выполнение подрядных работ по замене ветхих участков инженерных сетей водоснабжения в п. Усть-Камчатск Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;9 026 508.00;18.08.2014
2749;На право заключить муниципальный контракт бюджетного учреждения на поставку продуктов питания для нужд муниципального бюджетного дошкольного образовательного учреждения № 13 детского сада «Солнышко» п. Козыревск Усть-Камчатского муниципального района Камчатского края;Управление жилищно-коммунального хозяйства, транспорта и энергетики администрации Усть-Камчатского муниципального района;1 898 858.00;11.08.2014
2750;Открытый аукцион в электронной форме на право заключения договора на предоставление телефонного номера в коде 8-800;"федеральное государственное бюджетное учреждение ""Российское энергетическое агентство"" Министерства энергетики Российской Федерации";272 136.00;08.08.2014
2751;Открытый аукцион в электронной форме на право заключения договора на поставку телефонных аппаратов;"федеральное государственное бюджетное учреждение ""Российское энергетическое агентство"" Министерства энергетики Российской Федерации";257 883.50;08.08.2014
